===Base de datos stocksekai

== Estructura de tabla para la tabla products_backup_nombres_20260108

|------
|Columna|Tipo|Nulo|Predeterminado
|4910|1225|ELECTRÓNICO - TABLET PARA COMERCIO - IMIN - FALCON 2 I24T01 - TABLET 10.95&quot; ANDROID 13, 4GB RAM/64GB ROM, WIFI, NFC, DISEÑO ROBUSTO PARA PUNTO DE VENTA - I24T01|2026-01-08 16:56:35
|4911|1040|CONSUMIBLE PARA IMPRESORA - TAMBOR DE FOTOCONDUCTOR - BROTHER - DR-3460 - TAMBOR DE FOTOCONDUCTOR PARA IMPRESORAS BROTHER HL-L5100DN, HL-L6400DW, DCP-L5650DN - DR-3460|2026-01-08 16:56:35
|4912|451|CONSUMIBLE PARA IMPRESORA - TAMBOR DE FOTOCONDUCTOR - KONICA MINOLTA - DR312 - TAMBOR DE FOTOCONDUCTOR PARA BIZHUB 227/287/367, VIDA ÚTIL 45K PÁGINAS, COLOR NEGRO - A7Y00RD|2026-01-08 16:56:35
|4913|183|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TAMBOR - XEROX - 013R00675 - CARTUCHO DE TAMBOR PARA ALTALINK B8045/B8055/B8065/B8075/B8090, COMPONENTE DE MANTENIMIENTO - 013R00675|2026-01-08 16:56:35
|4914|1169|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - GIGABYTE - GEFORCE RTX 5070 AERO OC - TARJETA GRÁFICA NVIDIA RTX 5070, 12GB GDDR6, PCI-E GEN 5.0, DISEÑO AERO OC COOLING - SIN N/P|2026-01-08 16:56:35
|4915|269|CONSUMIBLE DE IMPRESIÓN - TARJETAS BLANCAS - ZEBRA - PREMIER PVC - TARJETAS DE IDENTIFICACIÓN BLANCAS PVC, 53.85 X 85.85 MM, PAQUETE DE 500 UNIDADES, PARA IMPRESIÓN DE TARJETAS - SIN N/P|2026-01-08 16:56:35
|4916|1123|COMPONENTE DE ALMACENAMIENTO - TARJETA DE MEMORIA MICROSD - KINGSTON - CANVAS SELECT PLUS SDCS3/64GB - TARJETA MICROSD 64GB, UHS-I, CLASE 10, VELOCIDAD HASTA 100MB/S - SDCS3/64GB|2026-01-08 16:56:35
|4917|81|COMPONENTE DE COMPUTADORA - TARJETA DE RED INALÁMBRICA - TP-LINK - TL-WN881ND - TARJETA PCI-EXPRESS WIRELESS N, 300 MBPS (802.11N), BANDA 2.4GHZ, 2 ANTENAS EXTERNAS - TL-WN881ND|2026-01-08 16:56:35
|4918|14|COMPONENTE DE COMPUTADORA - TARJETA DE RED INALÁMBRICA - D-LINK - DWA-525 - TARJETA PCI WIRELESS N 150, 150 MBPS (802.11B/G/N), BANDA 2.4GHZ, ANTENA INTERNA - DWA-525|2026-01-08 16:56:35
|4919|82|COMPONENTE DE COMPUTADORA - TARJETA DE RED INALÁMBRICA - TP-LINK - TL-WN951N - TARJETA PCI WIRELESS N, 300 MBPS, BANDA 2.4GHZ, 3 ANTENAS EXTERNAS, SEGURIDAD WPA/WPA2 - TL-WN951N|2026-01-08 16:56:35
|4920|273|COMPONENTE DE COMPUTADORA - TARJETA DE RED INALÁMBRICA - TP-LINK - TL-WN851ND - TARJETA PCI WIRELESS N, 300 MBPS (802.11N), BANDA 2.4GHZ, ANTENA EXTERNA DESMONTABLE - TL-WN851ND|2026-01-08 16:56:35
|4921|979|COMPONENTE DE COMPUTADORA - TARJETA DE RED INALÁMBRICA - TP-LINK - TL-WN781ND - TARJETA PCI-EXPRESS WIRELESS N 150, 150 MBPS, BANDA 2.4GHZ, ANTENA INTERNA BAJA PERFIL - TL-WN781ND|2026-01-08 16:56:35
|4922|946|COMPONENTE DE COMPUTADORA - TARJETA DE RED INALÁMBRICA DUAL - TP-LINK - ARCHER T4E - TARJETA PCI-EXPRESS AC1200 (802.11AC), DOBLE BANDA (2.4/5GHZ), BLUETOOTH, 2 ANTENAS - 0152502565|2026-01-08 16:56:35
|4923|711|COMPONENTE DE COMPUTADORA - TARJETA DE SONIDO - CREATIVE - AUDIGY FX 5.1 - TARJETA DE SONIDO PCIE 5.1 CANALES (SURROUND), 24-BIT/192KHZ, DRIVERS CUSTOMIZABLES, AMPLIFICADOR HEADPHONE - SB1570|2026-01-08 16:56:35
|4924|169|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - GIGABYTE - GEFORCE GTX 1660 SUPER GAMING OC 6G - TARJETA GRÁFICA GTX 1660 SUPER 6GB GDDR6, 192-BIT, WINDFORCE 3X COOLING, PCI-E 3.0 - GV-N166SGAMING OC-6GD|2026-01-08 16:56:35
|4925|619|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - GIGABYTE - GEFORCE RTX 3060 GAMING OC 12G - TARJETA GRÁFICA RTX 3060 12GB GDDR6, 192-BIT, RGB FUSION 2.0, WINDFORCE 3X COOLING - GV-N3060GAMING OC-12GD|2026-01-08 16:56:35
|4926|1097|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - GIGABYTE - GEFORCE RTX 5050 WINDFORCE OC 8G - TARJETA GRÁFICA NVIDIA RTX 5050, 8GB GDDR6, PCI-E GEN 5.0, DISEÑO WINDFORCE OC COOLING - SIN N/P|2026-01-08 16:56:35
|4927|1061|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - GIGABYTE - RADEON RX 7600 GAMING OC 8G - TARJETA GRÁFICA AMD RX 7600, 8GB GDDR6, PCI-E 4.0, WINDFORCE COOLING, RGB FUSION 2.0 - SIN N/P|2026-01-08 16:56:35
|4928|988|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - MSI - GEFORCE RTX 3050 VENTUS 2X XS 8G OC - TARJETA GRÁFICA RTX 3050 8GB GDDR6, PCI-E GEN 4.0, DISEÑO VENTUS 2X COOLING, OVERCLOCKED - SIN N/P|2026-01-08 16:56:35
|4929|1056|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - MSI - GEFORCE RTX 5060 TI 16G VENTUS 2X OC PLUS - TARJETA GRÁFICA RTX 5060 TI 16GB GDDR7, PCI-E GEN 5.0, DISEÑO VENTUS 2X COOLING, OVERCLOCKED - SIN N/P|2026-01-08 16:56:35
|4930|860|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - MSI - NVIDIA GEFORCE 210 - TARJETA GRÁFICA GEFORCE 210, 1GB DDR3, 64-BIT, PUERTOS HDMI/DVI/VGA, PCI-E 2.0 X16, PASIVA COOLING - N210-MD1G/D3|2026-01-08 16:56:35
|4931|471|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - ASUS - TUF GAMING GTX1660-O6G-GAMING - TARJETA GRÁFICA GTX 1660 6GB GDDR5, PCI-E 3.0, DISEÑO TUF GAMING (MILITAR GRADE), DUAL-FAN - 90YV0CU2-M0AA00|2026-01-08 16:56:35
|4932|912|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - XFX - SPEEDSTER SWFT 210 RADEON RX 7800 XT - TARJETA GRÁFICA AMD RX 7800 XT, 16GB GDDR6, PCI-E 4.0, DISEÑO SPEEDSTER SWFT TRIPLE FAN - SIN N/P|2026-01-08 16:56:35
|4933|1167|COMPONENTE DE COMPUTADORA - TARJETA DE VIDEO - MSI - RTX 5060 TI 16G SHADOW 2X OC PLUS - TARJETA GRÁFICA NVIDIA RTX 5060 TI, 16GB GDDR6, PCI-E GEN 5.0, DISEÑO SHADOW 2X COOLING, OVERCLOCKED - G506T-16S2CP|2026-01-08 16:56:35
|4934|354|ACCESORIO DE AUDIO - TARJETA DE SONIDO EXTERNA - GENÉRICO - GENÉRICO - TARJETA DE SONIDO USB 5.1/3D SOUND, PLUG AND PLAY, SIMULACIÓN SURROUND, COMPATIBLE CON PC/LAPTOP - SIN N/P|2026-01-08 16:56:35
|4935|904|COMPONENTE DE COMPUTADORA - TARJETA DE RED INALÁMBRICA - D-LINK - DWA-548 - TARJETA PCI-EXPRESS WIRELESS N, 300 MBPS (802.11G/N), BANDA 2.4GHZ, ANTENA DE 2DBI, PERFIL BAJO - DWA-548|2026-01-08 16:56:35
|4936|968|PERIFÉRICO - TECLADO GAMER - TEROS - TE-4063N - TECLADO GAMER RGB, ILUMINACIÓN LED, CONEXIÓN USB, DISEÑO ERGONÓMICO, NEGRO, TECLAS ANTIGHOSTING - TE-4063N|2026-01-08 16:56:35
|4937|1096|PERIFÉRICO - TECLADO GAMER - TEROS - TE-4072G - TECLADO GAMER RGB, CONEXIÓN USB, COLOR NEGRO, TECLAS SILENCIOSAS, DISEÑO AGGRESIVO - TE-4072G|2026-01-08 16:56:35
|4938|1217|PERIFÉRICO - TECLADO GAMER - TEROS - TE-4074G - TECLADO GAMER RGB, CONEXIÓN USB 2.0, COLOR NEGRO, TECLAS ESPECIALES PARA GAMING - TE-4074G|2026-01-08 16:56:35
|4940|1156|PERIFÉRICO - KIT TECLADO Y MOUSE GAMER - GENIUS - GX SCORPION KM-GX6 AI COPILOT - KIT GAMER RGB, TECLADO MECÁNICO CON 19 TECLAS ANTIGHOSTING, MOUSE 3200 DPI, IA COPILOT, SERIGRAFÍA &quot;KENYA&quot; - SIN N/P|2026-01-08 16:56:35
|4941|1029|PERIFÉRICO - KIT TECLADO Y MOUSE - GENIUS - KM-8206S AI COPILOT - KIT INALÁMBRICO, TECLADO MULTIMEDIA, MOUSE, FUNCIÓN AI COPILOT, USB RECEPTOR 2.4GHZ, COLOR NEGRO - 31310028501|2026-01-08 16:56:35
|4942|1211|PERIFÉRICO - TECLADO GAMER - GENIUS - GX SCORPION K12 - TECLADO GAMER MECÁNICO RGB, INTERRUPTORES BROWN, IA BROWSER, 100% ANTIGHOSTING, USB, COLOR NEGRO, SERIGRAFÍA &quot;KENYA&quot; - 31310057401|2026-01-08 16:56:35
|4943|826|PERIFÉRICO - TECLADO - GENIUS - KB-100 - TECLADO ALÁMBRICO USB, DISTRIBUCIÓN ESPAÑOL, TECLAS SILENCIOSAS, DISEÑO DELGADO, COLOR NEGRO - 31300005401|2026-01-08 16:56:35
|4944|369|PERIFÉRICO - TECLADO - GENIUS - KB-118 - TECLADO ALÁMBRICO USB, DISTRIBUCIÓN ESPAÑOL, TECLAS SILENCIOSAS, DISEÑO ERGONÓMICO, COLOR NEGRO - 31300005501|2026-01-08 16:56:35
|4945|1147|PERIFÉRICO - TECLADO MULTIMEDIA INALÁMBRICO - GENIUS - SLIMSTAR 7230 - TECLADO INALÁMBRICO MULTIMEDIA, IA COPILOT, RECEPTOR USB, TECLAS SILENCIOSAS, DISEÑO DELGADO, COLOR NEGRO - 31310021401|2026-01-08 16:56:35
|4946|62|PERIFÉRICO - TECLADO - HP - KU-1156 - TECLADO USB ORIGINAL HP, DISTRIBUCIÓN ESTÁNDAR, TECLAS SILENCIOSAS, CONECTOR USB, COLOR NEGRO - KU-1156|2026-01-08 16:56:35
|4947|1047|PERIFÉRICO - TECLADO INALÁMBRICO - TEROS - TE-4064N - TECLADO INALÁMBRICO DUAL (2.4GHZ + BLUETOOTH 3.0/5.2), 80 TECLAS, COMPACTO, RECEPTOR USB INCLUIDO, COLOR NEGRO - TE-4064N|2026-01-08 16:56:35
|4948|590|PERIFÉRICO - TECLADO GAMER - KINGDOM - ENK1001 - TECLADO GAMER MECÁNICO, ILUMINACIÓN RAINBOW RGB, TECLAS MECÁNICAS, DISEÑO GAMER, CONEXIÓN USB - ENK1001|2026-01-08 16:56:35
|4949|673|PERIFÉRICO - TECLADO MULTIMEDIA INALÁMBRICO - LOGITECH - K400 PLUS - TECLADO INALÁMBRICO MULTIMEDIA CON TOUCHPAD, CONEXIÓN UNIFYING 2.4GHZ, RANGO 10M, COLOR NEGRO - 920-007100|2026-01-08 16:56:35
|4950|176|PERIFÉRICO - TECLADO - LOGITECH - K120 - TECLADO ALÁMBRICO USB, DISTRIBUCIÓN ESTÁNDAR, RESISTENTE A SALPICADURAS, TECLAS SILENCIOSAS, COLOR NEGRO - 920-002478|2026-01-08 16:56:35
|4951|422|PERIFÉRICO - TECLADO GAMER MECÁNICO - HP - GK100 - TECLADO GAMER MECÁNICO RGB, 105 TECLAS, INTERRUPTORES HP MECÁNICOS, CONSTRUCCIÓN METÁLICA, CABLE USB 1.8M, COLOR NEGRO, ANTI-GHOSTING - 3VY27AA|2026-01-08 16:56:35
|4952|368|PERIFÉRICO - TECLADO NUMÉRICO - GENIUS - NUMPAD 110 - TECLADO NUMÉRICO USB COMPACTO, 19 TECLAS, TIPO &quot;CHOCOLATE&quot;, INCLINACIÓN AJUSTABLE, PLUG AND PLAY, COLOR NEGRO - NUMPAD 110|2026-01-08 16:56:35
|4953|716|PERIFÉRICO - KIT TECLADO Y MOUSE - GENÉRICO - GENÉRICO - KIT TECLADO USB Y MOUSE ÓPTICO USB, SERIGRAFÍA &quot;KENYA&quot;, COLOR NEGRO, DISEÑO BÁSICO PARA OFICINA - SIN N/P|2026-01-08 17:01:33
|4954|727|PERIFÉRICO - TECLADO BLUETOOTH - TARGUS - COMPACT MULTI-DEVICE AKB862ES - TECLADO COMPACTO MULTI-DISPOSITIVO BLUETOOTH, RECUBRIMIENTO ANTIMICROBIANO, CONMUTADOR DE 3 DISPOSITIVOS - AKB862ES|2026-01-08 17:01:33
|4955|799|PERIFÉRICO - TECLADO MULTIMEDIA - TEROS - TE-4067S - TECLADO MULTIMEDIA USB 2.0, DISTRIBUCIÓN ESPAÑOL, TECLAS DE ACCESO RÁPIDO MULTIMEDIA, COLOR NEGRO - TE-4067S|2026-01-08 17:01:33
|4956|1028|PERIFÉRICO - KIT TECLADO Y MOUSE - GENIUS - KM-100SE AI COPILOT - KIT TECLADO Y MOUSE ALÁMBRICO USB, FUNCIÓN AI COPILOT, TECLAS MULTIMEDIA, COLOR NEGRO, SERIGRAFÍA - 31310047601|2026-01-08 17:01:33
|4957|63|PERIFÉRICO - KIT TECLADO Y MOUSE - HP - SK-2061 - KIT TECLADO Y MOUSE INALÁMBRICO, RECEPTOR USB 2.4GHZ, TECLAS SILENCIOSAS, BATERÍAS INCLUIDAS - SK-2061|2026-01-08 17:01:33
|4958|439|ELECTRÓNICO - TELÉFONO INALÁMBRICO - VTECH - VT220V - TELÉFONO INALÁMBRICO DIGITAL 2.4GHZ, ALTAVOZ, PANTALLA LCD ILUMINADA, IDENTIFICADOR DE LLAMADAS, BATERÍA RECARGABLE - VT220V|2026-01-08 17:01:33
|4959|951|ELECTRÓNICO - TELÉFONO FIJO - FONOWIN - KX-T504 - TELÉFONO FIJO ALÁMBRICO, DISEÑO BÁSICO, PANTALLA DIGITAL, TONO DE MARCACIÓN, CONECTOR RJ11 - KX-T504|2026-01-08 17:01:33
|4960|12|ELECTRÓNICO - TELÉFONO INALÁMBRICO - VTECH - VT405 - TELÉFONO INALÁMBRICO DIGITAL, IDENTIFICADOR DE LLAMADAS, ALTAVOZ, BASE CON CARGADOR, PANTALLA ILUMINADA - VT405|2026-01-08 17:01:33
|4961|248|ELECTRÓNICO - TELEVISOR PORTÁTIL - PROLINK - TV-2107DA - TELEVISOR PORTÁTIL 7&quot; LCD, SINTONIZADOR TV ANALÓGICO/DIGITAL, ENTRADA AV/VGA/USB, ALTAVOZ INTEGRADO, ALIMENTACIÓN DC/ADAPTADOR - TV-2107DA|2026-01-08 17:01:33
|4962|857|ELECTRÓNICO - TELEVISOR SMART TV - SAMSUNG - CRYSTAL UHD 4K UN65CU8000GXPE - TELEVISOR SMART TV 65&quot; UHD 4K, PANEL CRYSTAL, TIZEN OS, HDR, WIFI, BLUETOOTH, 3 HDMI - UN65CU8000GXPE|2026-01-08 17:01:33
|4963|530|ACCESORIO DE RED - PROBADOR DE CABLE - GENÉRICO - GENÉRICO - TESTER DE CABLE DE RED LAN PARA RJ45 Y RJ11, VERIFICACIÓN DE CONEXIÓN Y CONTINUIDAD, ALIMENTADO POR BATERÍA 9V - SIN N/P|2026-01-08 17:01:33
|4964|723|HERRAMIENTA DE DIAGNÓSTICO - PROBADOR DE FUENTES - THERMALTAKE - DR. POWER II - PROBADOR DE FUENTES DE ALIMENTACIÓN CON PANTALLA LCD, PRUEBA VOLTAJES DE RAÍL 3.3V, 5V, 12V, CONECTORES SATA/MOLEX/PCI-E - AC0015|2026-01-08 17:01:33
|4965|200|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - GENÉRICO - PREMIUM 250 - TINTA MAGENTA A GRANEL, BOTELLA 250ML, FORMULACIÓN PREMIUM, PARA SISTEMAS CONTINUOS O RECARGA - SIN N/P|2026-01-08 17:01:33
|4966|199|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - GENÉRICO - PREMIUM 250 - TINTA NEGRA A GRANEL, BOTELLA 250ML, FORMULACIÓN PREMIUM, PARA SISTEMAS CONTINUOS O RECARGA - SIN N/P|2026-01-08 17:01:33
|4967|201|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - GENÉRICO - PREMIUM 250 - TINTA AMARILLA A GRANEL, BOTELLA 250ML, FORMULACIÓN PREMIUM, PARA SISTEMAS CONTINUOS O RECARGA - SIN N/P|2026-01-08 17:01:33
|4968|227|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - BROTHER - LC505Y - CARTUCHO DE TINTA AMARILLO (YELLOW) ORIGINAL BROTHER, PARA IMPRESORAS DE INYECCIÓN DE TINTA BROTHER - LC505Y|2026-01-08 17:01:33
|4969|426|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - BROTHER - BT5001C - CARTUCHO DE TINTA CYAN (CIAN) ORIGINAL BROTHER, PARA DCP-T300, DCP-T500W, DCP-T700W - BT5001C|2026-01-08 17:01:33
|4970|427|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - BROTHER - BT5001M - CARTUCHO DE TINTA MAGENTA ORIGINAL BROTHER, PARA DCP-T300, DCP-T500W, DCP-T700W - BT5001M|2026-01-08 17:01:33
|4971|428|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - BROTHER - BT5001Y - CARTUCHO DE TINTA AMARILLO (YELLOW) ORIGINAL BROTHER, PARA DCP-T300, DCP-T500W, DCP-T700W - BT5001Y|2026-01-08 17:01:33
|4972|425|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - BROTHER - BT6001BK - CARTUCHO DE TINTA NEGRO (BLACK) ORIGINAL BROTHER, PARA DCP-T300, DCP-T500W, DCP-T700W - BT6001BK|2026-01-08 17:01:33
|4973|803|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - BROTHER - BTD60BK - CARTUCHO DE TINTA NEGRO ORIGINAL BROTHER, PARA DCP-T310, DCP-T510W, DCP-T710W - BTD60BK|2026-01-08 17:01:33
|4974|1093|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - CANON - GI-16BK - CARTUCHO DE TINTA NEGRO (BLACK) ORIGINAL CANON, PARA IMPRESORAS GX6010, GX7010 - GI-16BK|2026-01-08 17:01:33
|4975|743|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - CANON - GI-10C - CARTUCHO DE TINTA CYAN (CIAN) ORIGINAL CANON, PARA IMPRESORAS DE LA SERIE PIXMA G SERIES - GI-10C|2026-01-08 17:01:33
|4976|745|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - CANON - GI-10M - CARTUCHO DE TINTA MAGENTA ORIGINAL CANON, PARA IMPRESORAS DE LA SERIE PIXMA G SERIES - GI-10M|2026-01-08 17:01:33
|4977|751|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - CANON - GI-10PGBK - CARTUCHO DE TINTA NEGRO (PIGMENT BLACK) ORIGINAL CANON, PARA IMPRESORAS DE LA SERIE PIXMA G SERIES - GI-10PGBK|2026-01-08 17:01:33
|4978|744|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - CANON - GI-10Y - CARTUCHO DE TINTA AMARILLO (YELLOW) ORIGINAL CANON, PARA IMPRESORAS DE LA SERIE PIXMA G SERIES - GI-10Y|2026-01-08 17:01:33
|4979|889|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - MASTER PRINT - GENÉRICO - TINTA NEGRA PARA EPSON 664, BOTELLA 1 LITRO, PARA SISTEMAS CONTINUOS DE TINTA (SCT) - SIN N/P|2026-01-08 17:01:33
|4980|209|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T504120AL - CARTUCHO DE TINTA NEGRO (BLACK) ORIGINAL EPSON, CAPACIDAD 120ML, PARA IMPRESORAS DE OFICINA EPSON - T504120AL|2026-01-08 17:01:33
|4981|67|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T504220AL - CARTUCHO DE TINTA CYAN (CIAN) ORIGINAL EPSON, CAPACIDAD 120ML, PARA IMPRESORAS DE OFICINA EPSON - T504220AL|2026-01-08 17:01:33
|4982|212|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T504320AL - CARTUCHO DE TINTA MAGENTA ORIGINAL EPSON, CAPACIDAD 120ML, PARA IMPRESORAS DE OFICINA EPSON - T504320AL|2026-01-08 17:01:33
|4983|213|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T504420AL - CARTUCHO DE TINTA AMARILLO (YELLOW) ORIGINAL EPSON, CAPACIDAD 120ML, PARA IMPRESORAS DE OFICINA EPSON - T504420AL|2026-01-08 17:01:33
|4984|234|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T544120AL - CARTUCHO DE TINTA NEGRO (BLACK) ORIGINAL EPSON, CAPACIDAD 125ML, PARA IMPRESORAS WORKFORCE PRO - T544120AL|2026-01-08 17:01:33
|4985|262|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T544220AL - CARTUCHO DE TINTA CYAN (CIAN) ORIGINAL EPSON, CAPACIDAD 70ML, PARA IMPRESORAS WORKFORCE PRO - T544220AL|2026-01-08 17:01:33
|4986|352|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T544320AL - CARTUCHO DE TINTA MAGENTA ORIGINAL EPSON, CAPACIDAD 70ML, PARA IMPRESORAS WORKFORCE PRO - T544320AL|2026-01-08 17:01:33
|4987|261|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T544420AL - CARTUCHO DE TINTA AMARILLO (YELLOW) ORIGINAL EPSON, CAPACIDAD 70ML, PARA IMPRESORAS WORKFORCE PRO - T544420AL|2026-01-08 17:01:33
|4988|55|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T664120 - CARTUCHO DE TINTA NEGRO (BLACK) ORIGINAL EPSON, PARA IMPRESORAS ECOTANK, RENDIMIENTO EXTENDIDO - T664120|2026-01-08 17:01:33
|4989|56|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T664220 - CARTUCHO DE TINTA CYAN (CIAN) ORIGINAL EPSON, PARA IMPRESORAS ECOTANK, RENDIMIENTO EXTENDIDO - T664220|2026-01-08 17:01:33
|4990|58|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T664320 - CARTUCHO DE TINTA MAGENTA ORIGINAL EPSON, PARA IMPRESORAS ECOTANK, RENDIMIENTO EXTENDIDO - T664320|2026-01-08 17:01:33
|4991|57|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T664420 - CARTUCHO DE TINTA AMARILLO (YELLOW) ORIGINAL EPSON, PARA IMPRESORAS ECOTANK, RENDIMIENTO EXTENDIDO - T664420|2026-01-08 17:01:33
|4992|296|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - GENÉRICO - PREMIUM - TINTA AMARILLA A GRANEL, BOTELLA 1 LITRO, FORMULACIÓN PREMIUM, COMPATIBLE CON IMPRESORAS EPSON - SIN N/P|2026-01-08 17:01:33
|4993|924|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - QUAD COLOR - GENÉRICO - TINTA AMARILLA A GRANEL, BOTELLA 1 LITRO, MARCA QUAD COLOR, COMPATIBLE CON IMPRESORAS EPSON - SIN N/P|2026-01-08 17:01:33
|4994|298|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - GENÉRICO - PREMIUM - TINTA CYAN (CIAN) A GRANEL, BOTELLA 1 LITRO, FORMULACIÓN PREMIUM, COMPATIBLE CON IMPRESORAS EPSON - SIN N/P|2026-01-08 17:01:33
|4995|306|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - GENÉRICO - PREMIUM - TINTA MAGENTA A GRANEL, BOTELLA 1 LITRO, FORMULACIÓN PREMIUM, COMPATIBLE CON IMPRESORAS EPSON - SIN N/P|2026-01-08 17:01:33
|4996|303|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - GENÉRICO - PREMIUM QC-211 - TINTA NEGRA A GRANEL, BOTELLA 1 LITRO, FORMULACIÓN PREMIUM, COMPATIBLE CON IMPRESORAS EPSON - SIN N/P|2026-01-08 17:01:33
|4997|923|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - QUAD COLOR - GENÉRICO - TINTA NEGRA A GRANEL, BOTELLA 1 LITRO, MARCA QUAD COLOR, COMPATIBLE CON IMPRESORAS EPSON - SIN N/P|2026-01-08 17:01:33
|4998|922|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - JET LIFE SUPER PREMIUM - GENÉRICO - TINTA NEGRA UV COMPATIBLE, BOTELLA 1 LITRO, FORMULACIÓN SUPER PREMIUM, PARA IMPRESIÓN ESPECIALIZADA - SIN N/P|2026-01-08 17:01:33
|4999|720|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T01C320 - CARTUCHO DE TINTA MAGENTA ORIGINAL EPSON, PARA WORKFORCE PRO WF-C579R, RENDIMIENTO 5,000 PÁGINAS - T01C320|2026-01-08 17:01:33
|5000|630|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T534120-AL - CARTUCHO DE TINTA NEGRO ORIGINAL EPSON, CAPACIDAD 120ML, PARA IMPRESORAS EPSON WORKFORCE - T534120-AL|2026-01-08 17:01:33
|5001|31|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - T774120 - CARTUCHO DE TINTA NEGRO ORIGINAL EPSON, CAPACIDAD 140ML, PARA IMPRESORAS EPSON DE GRAN FORMATO - T774120|2026-01-08 17:01:33
|5002|386|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - HP - 62XL - CARTUCHO DE TINTA NEGRO (BLACK) ORIGINAL HP, CAPACIDAD ALTA (XL), PARA IMPRESORAS HP DESKJET - C2P05AL|2026-01-08 17:01:33
|5003|380|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - HP - 60 CC640WL - CARTUCHO DE TINTA NEGRO (BLACK) ORIGINAL HP, CAPACIDAD ESTÁNDAR, PARA IMPRESORAS HP DESKJET ENVY - CC640WL|2026-01-08 17:14:55
|5004|669|CONSUMIBLE PARA IMPRESORA - CARTUCHO DE TINTA - EPSON - BK DURABRITE PRO T8871 - CARTUCHO DE TINTA NEGRO DURABRITE PRO PARA EPSON WORKFORCE PRO WF-C17590, IMPRESIÓN DURABLE - T8871|2026-01-08 17:14:55
|5005|895|CONSUMIBLE PARA IMPRESORA - TINTA A GRANEL - MASTER PRINT - GENÉRICO - TINTA DYE NEGRA, BOTELLA 1 LITRO, COMPATIBLE CON EPSON/CANON/HP/LEXMARK, PARA SISTEMAS CONTINUOS O RECARGA - SIN N/P|2026-01-08 17:14:55
